"","代码","名称","日期","开盘价(元)","最高价(元)","最低价(元)","收盘价(元)","涨跌幅","成交额(百万)","成交量(股)"
"1","000300.SH","沪深300",2022-12-15 14:05:00,3948.17,3948.2,3947.4,3947.66,-1e-04,447.31,21620200
"2","000300.SH","沪深300",2022-12-15 14:06:00,3947.37,3949.21,3947.37,3948.79,3e-04,466.58,21321800
"3","000300.SH","沪深300",2022-12-15 14:07:00,3948.97,3949.22,3948.85,3949.22,1e-04,401.98,18841500
"4","000300.SH","沪深300",2022-12-15 14:08:00,3949.14,3951.81,3949.14,3951.6,6e-04,643.85,26792000
"5","000300.SH","沪深300",2022-12-15 14:09:00,3951.32,3951.51,3950.97,3951.25,-1e-04,456.8,20230900
"6","000300.SH","沪深300",2022-12-15 14:10:00,3950.82,3951.76,3950.82,3951.48,1e-04,563.02,31039300
"7","000300.SH","沪深300",2022-12-15 14:11:00,3951.69,3953.29,3951.61,3953.13,4e-04,751.3,31558900
"8","000300.SH","沪深300",2022-12-15 14:12:00,3953.08,3953.64,3952.57,3952.57,-1e-04,613.76,26639600
"9","000300.SH","沪深300",2022-12-15 14:13:00,3952.85,3952.96,3952.3,3952.34,-1e-04,580.13,29688000
"10","000300.SH","沪深300",2022-12-15 14:14:00,3952.47,3952.68,3950.69,3950.77,-4e-04,602.39,38186200
"11","000300.SH","沪深300",2022-12-15 14:15:00,3950.82,3951.07,3950.32,3950.94,0,580.28,31616300
"12","000300.SH","沪深300",2022-12-15 14:16:00,3950.98,3952.61,3950.98,3952.39,4e-04,572.7,25438200
"13","000300.SH","沪深300",2022-12-15 14:17:00,3952.66,3953.89,3952.59,3953.89,4e-04,701.56,27350000
"14","000300.SH","沪深300",2022-12-15 14:18:00,3953.66,3954.49,3953.66,3954.13,1e-04,646.34,25780200
"15","000300.SH","沪深300",2022-12-15 14:19:00,3954.24,3954.86,3953.97,3954.54,1e-04,651.42,29546500
"16","000300.SH","沪深300",2022-12-15 14:20:00,3954.46,3954.82,3953.29,3953.57,-2e-04,742.97,29541200
"17","000300.SH","沪深300",2022-12-15 14:21:00,3953.58,3954.12,3953.58,3953.84,1e-04,539.58,24657000
"18","000300.SH","沪深300",2022-12-15 14:22:00,3953.96,3956.01,3953.96,3956.01,5e-04,884.13,36065200
"19","000300.SH","沪深300",2022-12-15 14:23:00,3956.36,3957.26,3956.36,3956.86,2e-04,824.94,32393800
"20","000300.SH","沪深300",2022-12-15 14:24:00,3956.94,3957.93,3956.87,3957.8,2e-04,934.4,31025700
"21","000300.SH","沪深300",2022-12-15 14:25:00,3957.8,3958.84,3957.78,3958.82,3e-04,944.93,33436200
"22","000300.SH","沪深300",2022-12-15 14:26:00,3958.68,3958.68,3954.88,3955.23,-9e-04,929.43,44171700
"23","000300.SH","沪深300",2022-12-15 14:27:00,3955.23,3955.23,3953.86,3953.86,-3e-04,641.99,34019500
"24","000300.SH","沪深300",2022-12-15 14:28:00,3953.86,3954.27,3953.72,3954,0,570.41,27837600
"25","000300.SH","沪深300",2022-12-15 14:29:00,3954.37,3954.58,3954.15,3954.33,1e-04,558.49,26420400
"26","000300.SH","沪深300",2022-12-15 14:30:00,3954.36,3954.36,3951.66,3951.94,-6e-04,802.38,36730100
"27","000300.SH","沪深300",2022-12-15 14:31:00,3951.65,3952.58,3951.65,3952.07,0,647.62,33140300
"28","000300.SH","沪深300",2022-12-15 14:32:00,3952.33,3952.33,3951.18,3951.38,-2e-04,624,30598400
"29","000300.SH","沪深300",2022-12-15 14:33:00,3951.12,3951.12,3949.46,3949.77,-4e-04,667.6,34180900
"30","000300.SH","沪深300",2022-12-15 14:34:00,3949.66,3950.16,3949.52,3949.56,-1e-04,652.3,36546300
"31","000300.SH","沪深300",2022-12-15 14:35:00,3949.43,3949.74,3948.96,3949.5,0,594.45,29374100
"32","000300.SH","沪深300",2022-12-15 14:36:00,3949.49,3951.25,3949.49,3950.97,4e-04,659.7,26693400
"33","000300.SH","沪深300",2022-12-15 14:37:00,3950.9,3951.4,3950.59,3950.59,-1e-04,597,25250000
"34","000300.SH","沪深300",2022-12-15 14:38:00,3950.64,3951.23,3950.64,3951.07,1e-04,617.43,26407100
"35","000300.SH","沪深300",2022-12-15 14:39:00,3951.01,3951.01,3950.01,3950.56,-1e-04,657.5,30131700
"36","000300.SH","沪深300",2022-12-15 14:40:00,3950.34,3950.78,3950.06,3950.21,-1e-04,725.62,33785100
"37","000300.SH","沪深300",2022-12-15 14:41:00,3950.2,3950.6,3949.8,3950.21,0,735.12,37368900
"38","000300.SH","沪深300",2022-12-15 14:42:00,3949.98,3950.11,3948.93,3948.93,-3e-04,836.45,46457000
"39","000300.SH","沪深300",2022-12-15 14:43:00,3948.97,3949.71,3948.97,3949.56,2e-04,800.77,36145100
"40","000300.SH","沪深300",2022-12-15 14:44:00,3949.4,3950.1,3949.39,3949.96,1e-04,729.55,37936100
"41","000300.SH","沪深300",2022-12-15 14:45:00,3949.87,3950.95,3949.87,3950.91,2e-04,923.79,44831300
"42","000300.SH","沪深300",2022-12-15 14:46:00,3950.74,3950.74,3949.44,3949.6,-3e-04,813.3,37072300
"43","000300.SH","沪深300",2022-12-15 14:47:00,3949.71,3950.01,3949.34,3949.83,1e-04,882.7,40630300
"44","000300.SH","沪深300",2022-12-15 14:48:00,3949.78,3949.98,3948.65,3948.89,-2e-04,916.36,47121300
"45","000300.SH","沪深300",2022-12-15 14:49:00,3948.81,3948.81,3948.25,3948.75,0,857.1,40115200
"46","000300.SH","沪深300",2022-12-15 14:50:00,3948.6,3948.87,3948.2,3948.43,-1e-04,981.03,55524500
"47","000300.SH","沪深300",2022-12-15 14:51:00,3948.52,3949,3948.17,3948.79,1e-04,831.75,44216500
"48","000300.SH","沪深300",2022-12-15 14:52:00,3948.73,3949.18,3948.73,3949.11,1e-04,853.45,48316600
"49","000300.SH","沪深300",2022-12-15 14:53:00,3948.97,3948.97,3948.13,3948.72,-1e-04,1000.51,48214800
"50","000300.SH","沪深300",2022-12-15 14:54:00,3948.54,3949.06,3947.76,3948.85,0,1032.39,52931700
"51","000300.SH","沪深300",2022-12-15 14:55:00,3948.93,3949.82,3948.65,3949.61,2e-04,1078.93,55465400
"52","000300.SH","沪深300",2022-12-15 14:56:00,3949.6,3950.52,3949.51,3950.51,2e-04,1218.66,67324600
"53","000300.SH","沪深300",2022-12-15 14:57:00,3950.72,3950.73,3950.65,3950.65,0,58.63,2111600
"54","000300.SH","沪深300",2022-12-15 15:00:00,3951.34,3951.99,3951.34,3951.99,3e-04,2149.18,109926900
"55","000300.SH","沪深300",2022-12-16 09:30:00,3931.23,3942.59,3930.22,3938.63,-0.0034,4804.99,268227400
"56","000300.SH","沪深300",2022-12-16 09:31:00,3938.8,3941.51,3937.89,3940.66,5e-04,2430.87,117357900
"57","000300.SH","沪深300",2022-12-16 09:32:00,3940.62,3940.62,3937.05,3937.78,-7e-04,2043.84,96791900
"58","000300.SH","沪深300",2022-12-16 09:33:00,3938.04,3938.35,3935.49,3935.49,-6e-04,1707.89,79388800
"59","000300.SH","沪深300",2022-12-16 09:34:00,3935.39,3938.39,3935.23,3938.39,7e-04,1541.08,74541000
"60","000300.SH","沪深300",2022-12-16 09:35:00,3938.43,3939.92,3937.99,3938.42,0,1637.19,76789600
"61","000300.SH","沪深300",2022-12-16 09:36:00,3937.84,3940.35,3937.84,3938.78,1e-04,1496.74,76298500
"62","000300.SH","沪深300",2022-12-16 09:37:00,3938.84,3943.75,3938.84,3943.36,0.0012,1421.42,79394900
"63","000300.SH","沪深300",2022-12-16 09:38:00,3942.68,3943,3940.85,3942.57,-2e-04,1436.67,66727000
"64","000300.SH","沪深300",2022-12-16 09:39:00,3942.32,3944.16,3942.23,3942.23,-1e-04,1431.76,78987300
"65","000300.SH","沪深300",2022-12-16 09:40:00,3942.56,3945.1,3942,3943.76,4e-04,1546.68,81490800
"66","000300.SH","沪深300",2022-12-16 09:41:00,3943.9,3945.04,3943.43,3943.69,0,1129.98,61212700
"67","000300.SH","沪深300",2022-12-16 09:42:00,3943.96,3944.53,3941.21,3941.24,-6e-04,1195.72,60303600
"68","000300.SH","沪深300",2022-12-16 09:43:00,3940.94,3942.65,3940.57,3940.57,-2e-04,1254.12,58126200
"69","000300.SH","沪深300",2022-12-16 09:44:00,3940.79,3940.79,3937.73,3937.73,-7e-04,1107.94,60230100
"70","000300.SH","沪深300",2022-12-16 09:45:00,3937.77,3940.21,3937.62,3939.96,6e-04,1075.81,58080000
"71","000300.SH","沪深300",2022-12-16 09:46:00,3940.01,3940.37,3938.33,3938.33,-4e-04,1000.62,57005700
"72","000300.SH","沪深300",2022-12-16 09:47:00,3938.8,3939.68,3938.42,3938.42,0,1080.14,59492400
"73","000300.SH","沪深300",2022-12-16 09:48:00,3938.42,3939.88,3937.97,3938.87,1e-04,1063.03,55512100
"74","000300.SH","沪深300",2022-12-16 09:49:00,3938.15,3939.13,3938,3938.28,-1e-04,1017.18,56778200
"75","000300.SH","沪深300",2022-12-16 09:50:00,3938.41,3941.03,3938.03,3939.76,4e-04,1228.66,62804900
"76","000300.SH","沪深300",2022-12-16 09:51:00,3939.49,3940.2,3938.87,3939.24,-1e-04,935.65,55927500
"77","000300.SH","沪深300",2022-12-16 09:52:00,3939.23,3939.23,3936.5,3936.77,-6e-04,1171.36,78651500
"78","000300.SH","沪深300",2022-12-16 09:53:00,3936.74,3937.26,3935.93,3936.26,-1e-04,1106.79,70926600
"79","000300.SH","沪深300",2022-12-16 09:54:00,3936.37,3936.37,3935.01,3935.71,-1e-04,958.95,55243500
"80","000300.SH","沪深300",2022-12-16 09:55:00,3935.83,3936.94,3935.39,3935.39,-1e-04,1003.96,57425500
"81","000300.SH","沪深300",2022-12-16 09:56:00,3935.59,3935.89,3933.74,3933.74,-4e-04,925.76,57281200
"82","000300.SH","沪深300",2022-12-16 09:57:00,3933.7,3934.27,3933.65,3934.13,1e-04,957.06,62604600
"83","000300.SH","沪深300",2022-12-16 09:58:00,3933.97,3933.97,3931.15,3931.15,-8e-04,954.87,44684400
"84","000300.SH","沪深300",2022-12-16 09:59:00,3930.86,3931.05,3929.95,3929.98,-3e-04,967.8,58327900
"85","000300.SH","沪深300",2022-12-16 10:00:00,3930,3934.26,3930,3934.26,0.0011,1177.31,57351900
"86","000300.SH","沪深300",2022-12-16 10:01:00,3933.68,3935.39,3933.67,3934.3,0,1110.22,67470400
"87","000300.SH","沪深300",2022-12-16 10:02:00,3934.68,3934.87,3934.34,3934.5,1e-04,667.72,40540700
"88","000300.SH","沪深300",2022-12-16 10:03:00,3934.71,3935.87,3934.71,3935.34,2e-04,946.19,45906900
"89","000300.SH","沪深300",2022-12-16 10:04:00,3935.62,3937.24,3935.62,3937.21,5e-04,944.22,46060900
"90","000300.SH","沪深300",2022-12-16 10:05:00,3937.33,3937.45,3936.57,3936.77,-1e-04,848.64,43750600
"91","000300.SH","沪深300",2022-12-16 10:06:00,3936.69,3936.99,3935.12,3935.38,-4e-04,965.67,42934100
"92","000300.SH","沪深300",2022-12-16 10:07:00,3935.29,3937.02,3934.82,3937.02,4e-04,925.87,49832200
"93","000300.SH","沪深300",2022-12-16 10:08:00,3937.06,3937.34,3935.55,3935.83,-3e-04,646.51,32653000
"94","000300.SH","沪深300",2022-12-16 10:09:00,3935.85,3937.6,3935.5,3937.6,4e-04,860.81,52796400
"95","000300.SH","沪深300",2022-12-16 10:10:00,3937.78,3940.31,3937.78,3940.31,7e-04,1167.66,116613800
"96","000300.SH","沪深300",2022-12-16 10:11:00,3940.15,3941.57,3940.15,3941.57,3e-04,684.09,45709000
"97","000300.SH","沪深300",2022-12-16 10:12:00,3941.76,3942.38,3941.73,3942.07,1e-04,782.94,54334100
"98","000300.SH","沪深300",2022-12-16 10:13:00,3942.22,3942.73,3942.1,3942.21,0,683.51,44979300
"99","000300.SH","沪深300",2022-12-16 10:14:00,3942.42,3942.68,3941.95,3941.95,-1e-04,706.15,43812300
"100","000300.SH","沪深300",2022-12-16 10:15:00,3942.16,3945.45,3942.16,3945.14,8e-04,887.9,67983200
"101","000300.SH","沪深300",2022-12-16 10:16:00,3945.08,3945.72,3943.76,3944,-3e-04,784.86,47085100
"102","000300.SH","沪深300",2022-12-16 10:17:00,3943.93,3944.7,3943.86,3943.98,0,660.98,42752400
"103","000300.SH","沪深300",2022-12-16 10:18:00,3943.98,3944.72,3943.72,3943.74,-1e-04,663.17,43602700
"104","000300.SH","沪深300",2022-12-16 10:19:00,3943.71,3945.33,3943.32,3945.16,4e-04,692.51,47931700
"105","000300.SH","沪深300",2022-12-16 10:20:00,3945.08,3946.79,3945.08,3946.55,4e-04,899.49,76770400
"106","000300.SH","沪深300",2022-12-16 10:21:00,3946.49,3947.75,3946.29,3947,1e-04,930.67,76189600
"107","000300.SH","沪深300",2022-12-16 10:22:00,3947.04,3947.33,3945.7,3945.7,-3e-04,724.21,70396800
"108","000300.SH","沪深300",2022-12-16 10:23:00,3945.42,3945.42,3942.39,3942.39,-8e-04,710.79,46041800
"109","000300.SH","沪深300",2022-12-16 10:24:00,3942.23,3942.88,3941.53,3942.38,0,684.46,32006200
"110","000300.SH","沪深300",2022-12-16 10:25:00,3942.31,3942.91,3941.85,3941.86,-1e-04,715.88,34567000
"111","000300.SH","沪深300",2022-12-16 10:26:00,3941.44,3941.71,3939.9,3940.4,-4e-04,676.84,31116100
"112","000300.SH","沪深300",2022-12-16 10:27:00,3939.93,3941.46,3939.67,3940.02,-1e-04,878.09,51567100
"113","000300.SH","沪深300",2022-12-16 10:28:00,3939.89,3943.6,3939.89,3943.6,9e-04,833.27,40833600
"114","000300.SH","沪深300",2022-12-16 10:29:00,3943.49,3943.49,3942.01,3942.95,-2e-04,734.68,40440300
"115","000300.SH","沪深300",2022-12-16 10:30:00,3943.08,3946.28,3943.08,3945.36,6e-04,820.34,45891400
"116","000300.SH","沪深300",2022-12-16 10:31:00,3944.62,3946.91,3944.25,3946.81,4e-04,571.51,29977500
"117","000300.SH","沪深300",2022-12-16 10:32:00,3946.91,3949.15,3946.12,3948.27,4e-04,792.64,45735300
"118","000300.SH","沪深300",2022-12-16 10:33:00,3948.3,3951.9,3948.3,3951.39,8e-04,863.73,46907600
"119","000300.SH","沪深300",2022-12-16 10:34:00,3951.61,3954.55,3951.41,3954.13,7e-04,810.24,45529400
"120","000300.SH","沪深300",2022-12-16 10:35:00,3954.25,3954.25,3951.18,3951.55,-7e-04,881.93,50168800
"121","000300.SH","沪深300",2022-12-16 10:36:00,3951.45,3953.61,3951.43,3953.61,5e-04,768.9,38295400
"122","000300.SH","沪深300",2022-12-16 10:37:00,3953.38,3954.45,3952.28,3952.28,-3e-04,692.44,34816500
"123","000300.SH","沪深300",2022-12-16 10:38:00,3952.18,3953.5,3951.65,3951.65,-2e-04,540.34,29566000
"124","000300.SH","沪深300",2022-12-16 10:39:00,3952.15,3957.78,3951.89,3957.78,0.0016,901.69,51140800
"125","000300.SH","沪深300",2022-12-16 10:40:00,3957.58,3960.47,3957.58,3958.5,2e-04,1087.04,67506300
"126","000300.SH","沪深300",2022-12-16 10:41:00,3958.91,3960.35,3958.35,3958.88,1e-04,773.8,41424100
"127","000300.SH","沪深300",2022-12-16 10:42:00,3959.12,3959.77,3956.02,3956.02,-7e-04,635.19,34876900
"128","000300.SH","沪深300",2022-12-16 10:43:00,3955.68,3957.21,3955.58,3955.83,0,692.16,41342100
"129","000300.SH","沪深300",2022-12-16 10:44:00,3955.62,3955.98,3955.14,3955.19,-2e-04,550.17,27971400
"130","000300.SH","沪深300",2022-12-16 10:45:00,3954.94,3954.97,3951.67,3951.67,-9e-04,716.91,37619200
"131","000300.SH","沪深300",2022-12-16 10:46:00,3951.28,3953.2,3950.78,3952.2,1e-04,698.77,33086900
"132","000300.SH","沪深300",2022-12-16 10:47:00,3952.04,3952.33,3949.84,3949.84,-6e-04,557.63,27600700
"133","000300.SH","沪深300",2022-12-16 10:48:00,3949.52,3950.25,3949.04,3949.08,-2e-04,482.05,25001500
"134","000300.SH","沪深300",2022-12-16 10:49:00,3948.85,3952.32,3948.85,3951.22,5e-04,599.56,28456200
"135","000300.SH","沪深300",2022-12-16 10:50:00,3951.22,3953.24,3951.18,3952.28,3e-04,583.82,28193400
"136","000300.SH","沪深300",2022-12-16 10:51:00,3952.05,3953.31,3951.79,3951.79,-1e-04,453.75,24168000
"137","000300.SH","沪深300",2022-12-16 10:52:00,3951.7,3952.19,3951.4,3951.57,-1e-04,490.26,31058300
"138","000300.SH","沪深300",2022-12-16 10:53:00,3951.41,3953.89,3951.41,3952.83,3e-04,534.1,25045200
"139","000300.SH","沪深300",2022-12-16 10:54:00,3953.05,3953.07,3951.15,3951.24,-4e-04,446.81,20045400
"140","000300.SH","沪深300",2022-12-16 10:55:00,3951.08,3951.08,3950.37,3950.37,-2e-04,468.09,27432500
"141","000300.SH","沪深300",2022-12-16 10:56:00,3950.32,3950.42,3948.64,3949.16,-3e-04,557.35,24913000
"142","000300.SH","沪深300",2022-12-16 10:57:00,3948.86,3951.96,3948.86,3951.87,7e-04,531.47,23961300
"143","000300.SH","沪深300",2022-12-16 10:58:00,3951.85,3955.38,3951.68,3955.01,8e-04,572.46,24542000
"144","000300.SH","沪深300",2022-12-16 10:59:00,3954.83,3955.59,3954.76,3955.53,1e-04,431.29,19204300
"145","000300.SH","沪深300",2022-12-16 11:00:00,3955.31,3957.99,3955.2,3956.39,2e-04,733.82,36153400
"146","000300.SH","沪深300",2022-12-16 11:01:00,3956.22,3956.22,3954,3954.7,-4e-04,560.2,27326200
"147","000300.SH","沪深300",2022-12-16 11:02:00,3954.58,3954.76,3953.85,3953.85,-2e-04,407.55,25776100
"148","000300.SH","沪深300",2022-12-16 11:03:00,3953.81,3953.81,3952.15,3952.15,-4e-04,408.35,21349900
"149","000300.SH","沪深300",2022-12-16 11:04:00,3952.24,3952.3,3951.75,3952.18,0,394.25,19888200
"150","000300.SH","沪深300",2022-12-16 11:05:00,3952.23,3952.52,3950.14,3950.14,-5e-04,492.55,25488700
"151","000300.SH","沪深300",2022-12-16 11:06:00,3950.03,3950.03,3949.17,3949.48,-2e-04,578.08,31477300
"152","000300.SH","沪深300",2022-12-16 11:07:00,3949.12,3949.83,3949.12,3949.25,-1e-04,463.69,25000600
"153","000300.SH","沪深300",2022-12-16 11:08:00,3949.47,3949.54,3948.39,3948.82,-1e-04,456.92,29056200
"154","000300.SH","沪深300",2022-12-16 11:09:00,3948.6,3948.6,3946.9,3946.9,-5e-04,504.52,31237600
"155","000300.SH","沪深300",2022-12-16 11:10:00,3946.81,3947.88,3946.81,3947.88,2e-04,519.71,29519300
"156","000300.SH","沪深300",2022-12-16 11:11:00,3948.12,3949.21,3947.57,3947.98,0,418.64,18511100
"157","000300.SH","沪深300",2022-12-16 11:12:00,3947.95,3948.09,3946.9,3947.18,-2e-04,418.04,23621600
"158","000300.SH","沪深300",2022-12-16 11:13:00,3947.13,3948.23,3946.82,3947.73,1e-04,404.65,23201200
"159","000300.SH","沪深300",2022-12-16 11:14:00,3948.14,3950.37,3948.14,3948.98,3e-04,467.15,21445500
"160","000300.SH","沪深300",2022-12-16 11:15:00,3949.27,3949.69,3948.74,3948.75,-1e-04,350.33,16287500
"161","000300.SH","沪深300",2022-12-16 11:16:00,3949.18,3949.18,3947.8,3947.88,-2e-04,345.13,18091000
"162","000300.SH","沪深300",2022-12-16 11:17:00,3947.69,3950.68,3947.51,3949.72,5e-04,397.96,21192200
"163","000300.SH","沪深300",2022-12-16 11:18:00,3949.69,3949.7,3947.83,3947.83,-5e-04,303.52,15484800
"164","000300.SH","沪深300",2022-12-16 11:19:00,3947.86,3947.86,3944.9,3945.05,-7e-04,442.57,25629500
"165","000300.SH","沪深300",2022-12-16 11:20:00,3944.8,3944.9,3944.12,3944.12,-2e-04,457.69,23236800
"166","000300.SH","沪深300",2022-12-16 11:21:00,3944.35,3944.35,3943.08,3943.08,-3e-04,419.04,22792400
"167","000300.SH","沪深300",2022-12-16 11:22:00,3942.86,3943.35,3942.41,3942.91,0,426.79,25391900
"168","000300.SH","沪深300",2022-12-16 11:23:00,3943.12,3943.59,3942.14,3942.95,0,399.93,23016300
"169","000300.SH","沪深300",2022-12-16 11:24:00,3942.46,3942.63,3941.75,3942.19,-2e-04,408.27,20217900
"170","000300.SH","沪深300",2022-12-16 11:25:00,3941.97,3943.79,3941.8,3942.35,0,468.03,22527400
"171","000300.SH","沪深300",2022-12-16 11:26:00,3942.23,3943.12,3940.67,3940.67,-4e-04,413.45,17847300
"172","000300.SH","沪深300",2022-12-16 11:27:00,3940.79,3940.91,3939.93,3939.93,-2e-04,445.15,21274500
"173","000300.SH","沪深300",2022-12-16 11:28:00,3940.11,3940.11,3938.82,3939.37,-1e-04,488.61,22995100
"174","000300.SH","沪深300",2022-12-16 11:29:00,3939.51,3940.01,3938.71,3939.16,-1e-04,419.34,23121300
"175","000300.SH","沪深300",2022-12-16 11:30:00,3939.11,3939.13,3939.11,3939.13,0,10.49,583800
"176","000300.SH","沪深300",2022-12-16 13:00:00,3939.39,3939.39,3935.55,3935.87,-8e-04,1325.9,80463600
"177","000300.SH","沪深300",2022-12-16 13:01:00,3935.96,3937.23,3934.61,3937.17,3e-04,681.32,33375100
"178","000300.SH","沪深300",2022-12-16 13:02:00,3937.19,3938.03,3936.78,3937.41,1e-04,446.55,23242300
"179","000300.SH","沪深300",2022-12-16 13:03:00,3937.57,3937.57,3936.67,3937.2,-1e-04,451.63,20275700
"180","000300.SH","沪深300",2022-12-16 13:04:00,3936.89,3938.25,3936.23,3937.97,2e-04,451.15,20271300
"181","000300.SH","沪深300",2022-12-16 13:05:00,3937.97,3938.12,3936.33,3936.41,-4e-04,515.69,26992700
"182","000300.SH","沪深300",2022-12-16 13:06:00,3936.17,3936.94,3935.16,3936.94,1e-04,494.07,27199600
"183","000300.SH","沪深300",2022-12-16 13:07:00,3936.92,3937.35,3936.06,3937.07,0,398.66,20650700
"184","000300.SH","沪深300",2022-12-16 13:08:00,3936.96,3938.73,3936.91,3938.27,3e-04,492.53,24978100
"185","000300.SH","沪深300",2022-12-16 13:09:00,3938.82,3938.82,3935.77,3935.77,-6e-04,544.69,23603800
"186","000300.SH","沪深300",2022-12-16 13:10:00,3935.67,3936.1,3934.85,3935.75,0,578.66,25102600
"187","000300.SH","沪深300",2022-12-16 13:11:00,3935.5,3938.49,3935.5,3937.59,5e-04,619.07,29658300
"188","000300.SH","沪深300",2022-12-16 13:12:00,3937.14,3938.3,3937.04,3937.37,-1e-04,407.99,19212900
"189","000300.SH","沪深300",2022-12-16 13:13:00,3937.38,3938.1,3936.41,3937.37,0,421.09,20931100
"190","000300.SH","沪深300",2022-12-16 13:14:00,3936.87,3937.34,3935.3,3935.51,-5e-04,424.24,21192300
"191","000300.SH","沪深300",2022-12-16 13:15:00,3935.66,3935.66,3934.04,3934.42,-3e-04,428.97,22488100
"192","000300.SH","沪深300",2022-12-16 13:16:00,3934.39,3934.39,3932.11,3932.52,-5e-04,572.97,30328200
"193","000300.SH","沪深300",2022-12-16 13:17:00,3932.87,3936.37,3932.87,3935.64,8e-04,608.15,34253200
"194","000300.SH","沪深300",2022-12-16 13:18:00,3935.59,3939.15,3935.16,3939.1,9e-04,485.97,26946200
"195","000300.SH","沪深300",2022-12-16 13:19:00,3938.19,3938.97,3937.77,3937.9,-3e-04,417.09,22820900
"196","000300.SH","沪深300",2022-12-16 13:20:00,3937.42,3938,3937.13,3937.92,0,400.16,20528500
"197","000300.SH","沪深300",2022-12-16 13:21:00,3938.38,3938.38,3936.51,3936.51,-4e-04,407.29,22891200
"198","000300.SH","沪深300",2022-12-16 13:22:00,3936.6,3936.7,3935.78,3935.85,-2e-04,353.75,19344400
"199","000300.SH","沪深300",2022-12-16 13:23:00,3935.84,3937.26,3935.48,3937.23,4e-04,484.85,29152000
"200","000300.SH","沪深300",2022-12-16 13:24:00,3937.31,3937.6,3936.5,3936.96,-1e-04,380.25,20141000
"201","000300.SH","沪深300",2022-12-16 13:25:00,3936.88,3939.19,3936.23,3938.9,5e-04,488.9,24802600
"202","000300.SH","沪深300",2022-12-16 13:26:00,3938.8,3939.66,3938.38,3939.1,1e-04,372.14,29342600
"203","000300.SH","沪深300",2022-12-16 13:27:00,3938.98,3939.48,3937.6,3937.69,-4e-04,358.55,26852400
"204","000300.SH","沪深300",2022-12-16 13:28:00,3937.67,3937.67,3936.8,3936.8,-2e-04,362.21,18011200
"205","000300.SH","沪深300",2022-12-16 13:29:00,3937.15,3937.39,3936.47,3936.79,0,348.4,16635000
"206","000300.SH","沪深300",2022-12-16 13:30:00,3937.03,3937.05,3934.81,3935.04,-4e-04,517.38,26154000
"207","000300.SH","沪深300",2022-12-16 13:31:00,3934.97,3936.53,3934.76,3935.55,1e-04,533.31,29400400
"208","000300.SH","沪深300",2022-12-16 13:32:00,3935.64,3936.05,3935.35,3936.05,1e-04,389.65,19521700
"209","000300.SH","沪深300",2022-12-16 13:33:00,3936.16,3936.16,3935.09,3935.2,-2e-04,430.96,21420900
"210","000300.SH","沪深300",2022-12-16 13:34:00,3935,3935,3932,3932.12,-8e-04,717.1,36384800
"211","000300.SH","沪深300",2022-12-16 13:35:00,3932.24,3933.34,3931.3,3931.3,-2e-04,574.88,30177700
"212","000300.SH","沪深300",2022-12-16 13:36:00,3931.39,3931.39,3930.59,3930.97,-1e-04,630.05,33242400
"213","000300.SH","沪深300",2022-12-16 13:37:00,3930.97,3931.03,3930.24,3930.44,-1e-04,564.07,36900600
"214","000300.SH","沪深300",2022-12-16 13:38:00,3930.38,3930.46,3929.49,3929.87,-1e-04,465.11,27147400
"215","000300.SH","沪深300",2022-12-16 13:39:00,3929.83,3931.64,3929.83,3931.43,4e-04,568.95,32712600
"216","000300.SH","沪深300",2022-12-16 13:40:00,3931.97,3933.47,3931.64,3933.47,5e-04,543.15,32354900
"217","000300.SH","沪深300",2022-12-16 13:41:00,3933.56,3936.91,3933.56,3936.15,7e-04,608.17,33243600
"218","000300.SH","沪深300",2022-12-16 13:42:00,3936.44,3937.54,3936.39,3936.39,1e-04,392.41,18740200
"219","000300.SH","沪深300",2022-12-16 13:43:00,3936.74,3937.98,3936.01,3937.47,3e-04,438.5,24002000
"220","000300.SH","沪深300",2022-12-16 13:44:00,3937.73,3938.87,3937.73,3938.61,3e-04,384.32,20683400
"221","000300.SH","沪深300",2022-12-16 13:45:00,3938.92,3939.04,3938.35,3938.71,0,381.85,20145500
"222","000300.SH","沪深300",2022-12-16 13:46:00,3939.2,3939.2,3937.37,3937.53,-3e-04,366.94,16707100
"223","000300.SH","沪深300",2022-12-16 13:47:00,3937.51,3937.89,3936.34,3936.34,-3e-04,389.57,19916700
"224","000300.SH","沪深300",2022-12-16 13:48:00,3936.3,3936.3,3934.66,3935.13,-3e-04,442.13,20904800
"225","000300.SH","沪深300",2022-12-16 13:49:00,3934.59,3936.3,3934.3,3936.3,3e-04,403.6,23234500
"226","000300.SH","沪深300",2022-12-16 13:50:00,3935.82,3936.54,3935.26,3936.11,0,402.12,20836800
"227","000300.SH","沪深300",2022-12-16 13:51:00,3936.56,3937.67,3935.27,3937.67,4e-04,436.06,22366600
"228","000300.SH","沪深300",2022-12-16 13:52:00,3937.67,3937.67,3936.57,3936.57,-3e-04,444.98,21949400
"229","000300.SH","沪深300",2022-12-16 13:53:00,3936.64,3938.06,3936.19,3937.9,3e-04,429.66,21023000
"230","000300.SH","沪深300",2022-12-16 13:54:00,3937.88,3939.24,3937.26,3938.51,2e-04,356.83,18346200
"231","000300.SH","沪深300",2022-12-16 13:55:00,3938.35,3940.51,3938.15,3940.51,5e-04,474.97,26609200
